,0
PPMH_price,192.66666666666669
ICD_price,134.70076387148893
PSTI_price,129.5456164376069
PANC_price,89.99999999999999
WISA_price,89.85265623220738
NRIS_price,85.4819263430362
APVO_price,84.37098058914067
SALT_price,81.18884226657651
CYDY_price,80.05878801925739
ECOP_price,80.0
WORX_price,78.65020960657364
TJBH_price,77.7958833619211
ALPP_price,73.55069302533207
ALTD_price,73.54948124063175
MXMTY_price,72.22222222222223
INLXD_price,70.83333333333334
NEIK_price,70.58796464540205
FLURF_price,70.57550524403389
BKUCF_price,69.1484654879563
SHRG_price,68.30877548630278
BNNLF_price,64.30168874238043
TELL_price,63.82952969798947
MN_price,63.25620117494449
MNOV_price,62.82516963399112
NRBO_price,61.9901261801564
GKIT_price,61.88259441707718
HYHY_price,61.65932364848772
CADMF_price,60.45336135706452
CNX_price,60.21296369296451
IMII_price,59.70378925963777
CEMI_price,59.23382324388568
KOREF_price,58.20906517982643
NLS_price,56.95552958291681
GPHBF_price,56.90524783215406
CEI_price,56.62000015705337
ABEPF_price,55.6395192876503
EQT_price,55.162958070617094
SWKH_price,55.05171256013935
TMSR_price,54.8867112568967
QTNT_price,53.733612199773546
BIOC_price,52.24791166466866
SSL_price,51.84603368585513
MVO_price,51.36448395755518
BBXTB_price,51.046431251810525
BNKPF_price,50.65233752095153
SRGZ_price,50.623897707231045
HYGN_price,50.0
CBLRF_price,50.0
CHKKF_price,49.070256508374804
DNJR_price,49.03612290666733
HRST_price,48.84600722850067
MTLFF_price,48.53135250871351
TNYBF_price,48.385481728407605
MACK_price,48.140647016052725
VPRB_price,48.02128562578844
ARREF_price,46.58314573278942
RVP_price,46.383864676327036
MCEP_price,46.32892676914847
AMHPF_price,46.3078031424411
ENCUF_price,46.00355663318662
KPIFF_price,45.806851893682705
OVV_price,45.33372600805576
BRQS_price,44.946413042043964
AQST_price,44.545387966587185
AKER_price,44.46407704889804
INSG_price,44.339375549987004
CLBS_price,44.2960205011999
SPN_price,44.270813264768634
CHNUF_price,44.25287356321839
CDBMF_price,43.859132252966575
BKTI_price,43.82605176021254
MESO_price,43.71531638944962
SMGI_price,43.70205859270815
LTRX_price,43.643921940357956
WSRRF_price,43.22106898644667
TLSA_price,43.13099746397438
ENBL_price,42.77282106840445
ARAV_price,42.71172699547105
PULM_price,42.28145215974409
DCTH_price,42.15659178551541
KNWN_price,41.390583699497725
VET_price,41.32649270933585
CATS_price,41.25286616697997
IMAHF_price,40.843327622311065
CPMMF_price,40.7341637953883
EXPFF_price,40.72059278678974
GFGSF_price,40.58794922729775
RIOFF_price,40.45638798352836
NSRCF_price,40.435393180985315
NEPT_price,40.42998562169137
CVVUF_price,40.298689606814776
ATHX_price,40.28255152606395
SYHBF_price,40.194820537992136
KBLB_price,40.16605152407783
SM_price,40.09645319237207
CRHM_price,40.090789504536644
RDHL_price,39.782482423909016
OGEN_price,39.61408000640121
NEX_price,39.44973414686953
CALA_price,39.12265882419218
APAAF_price,39.03718053858962
UFAB_price,39.03440013479653
OSTK_price,38.978080613261
THMO_price,38.92473011981855
PFTI_price,38.912580708139835
CLMT_price,38.81177660320239
WES_price,38.46020146517108
PUMP_price,38.402042750471296
WCTXF_price,38.356021801062965
DCP_price,38.265046564470104
LVGO_price,38.111529675729464
LMST_price,38.08606080101645
VRUS_price,38.05368000002075
MBRX_price,37.83811620404379
GSPH_price,37.675102201931935
MNK_price,37.542477426276065
GTE_price,37.40584361026037
GNMK_price,36.967833344001654
NWGI_price,36.8645620719748
ABMT_price,36.42857142857144
NEON_price,36.402744114078956
PSV_price,36.3516168374497
DTSS_price,36.3502229123071
PRTK_price,36.32122896202951
SNDE_price,36.26308553779854
AR_price,36.24103246586751
ERF_price,36.23489546200251
CRPOF_price,36.20948687145689
FORTY_price,36.14691308735269
URYL_price,36.00000000000001
APY_price,35.93258894352715
ALRN_price,35.84496237851715
CHBH_price,35.65487731913437
AKTS_price,35.644937861686635
XCUR_price,35.56255647062489
SWN_price,35.42726289143483
RSSV_price,35.416069543368195
NBSE_price,35.4084389447113
SYSX_price,35.29479853147981
DRD_price,35.13883326475435
VUZI_price,35.058380114339336
EPWCF_price,35.01518211424877
CNSP_price,35.00785943277486
USAC_price,34.6800384732085
BSM_price,34.650219928909955
WCEXF_price,34.554291520962536
MLLLF_price,34.47216409461679
SSPXF_price,34.441614508957514
NULGF_price,34.11422135153492
RGCTF_price,33.955165775057104
AUXXF_price,33.88445544337551
SKKY_price,33.83333333333333
XBIT_price,33.60579914830864
ERLFF_price,33.55250501770468
VRML_price,33.309707585046404
CRK_price,33.26114856787544
RRD_price,33.236054516080614
PTRUF_price,33.185875512995885
GEL_price,33.062633191924434
TURV_price,33.00476370822843
WRN_price,32.95473758145985
FET_price,32.92361960874959
HGTXU_price,32.60041918103218
PROBF_price,32.583064610042676
KTGDF_price,32.5768203272392
OSUR_price,32.50715043796759
VMD_price,32.48724595317265
LEAI_price,32.31569664902999
CPG_price,32.26270943272712
CCJ_price,32.1936696593302
SLNO_price,32.048536337941506
AWSM_price,32.02089482066302
GPRK_price,31.99361117447834
ASFI_price,31.87491180355639
CANF_price,31.63851684290581
NURO_price,31.566863569908765
CCAP_price,31.566843743091447
SNES_price,31.56183058616157
NEXCF_price,31.49664790239817
TPL_price,31.479246357053118
