,0
APA_price,30.048811842514766
DVN_price,24.427189811515863
FANG_price,20.638380077160214
NDAQ_price,20.287509181781243
NEM_price,20.072832775766408
DG_price,19.630428712874277
INCY_price,17.90176851070545
WHR_price,17.749137526054966
EMN_price,17.67632991171361
STT_price,17.588292531639183
FTV_price,17.321380289497483
WMB_price,16.574611010859215
DOW_price,15.68068014534208
PEG_price,15.228391450443578
FTI_price,15.01237805577159
IEX_price,14.835466012882321
FCX_price,14.754534842339162
HIG_price,14.662629666002008
OXY_price,14.52932982327927
TAP_price,14.456123072449921
NUE_price,14.138823491743624
OKE_price,14.012234885732717
GIS_price,13.885931554324392
CXO_price,13.748998703366755
EBAY_price,13.700581030496116
CAG_price,13.433773058937971
REGN_price,13.118172352208529
WMT_price,12.740812189625224
FRC_price,12.670300473240502
AIV_price,12.64914329638145
HUM_price,12.290240743495614
WLTW_price,12.179085129271702
NBL_price,12.103074943527385
WRK_price,11.978529404437742
ABT_price,11.961455861677129
BDX_price,11.844053777251998
BMY_price,11.78475907918639
FE_price,11.732738485060848
MKC_price,11.540104775972573
KHC_price,11.532546421576155
VRSN_price,11.530342642375972
VIAC_price,11.222464034416248
AAP_price,11.198294472428804
COG_price,11.049997841875758
SEE_price,11.028657827656154
PVH_price,10.931619836825092
ALXN_price,10.921046240115263
VNO_price,10.859873704827937
PSX_price,10.853049309783808
VRTX_price,10.736406822030707
ED_price,10.551361318185148
MOS_price,10.519871113075823
CMG_price,10.476328385107678
IR_price,10.464122348572849
BSX_price,10.434663595991736
AON_price,10.388403980565343
IQV_price,10.294638762156264
STZ_price,10.290579726466385
AMT_price,10.282609858582001
CPB_price,10.216834010084707
MRO_price,10.133456851697929
WRB_price,10.07360704142612
TMO_price,10.063503236951135
ETFC_price,10.038730765971085
EQIX_price,10.006231438698546
EQR_price,9.968997034422426
NTRS_price,9.909991318252366
AMZN_price,9.885314507155494
CNC_price,9.785250900254432
IP_price,9.685134926326633
PFE_price,9.684249912763857
MO_price,9.463449467612781
JNJ_price,9.315587564367656
TFX_price,9.288612814627825
EA_price,9.275109676461492
IDXX_price,9.225641222496545
GWW_price,9.119614966938864
AMGN_price,9.086627862196874
MMC_price,9.080523893547678
PLD_price,9.016226033057155
LNC_price,9.003568557350809
MAS_price,8.977250051772897
DTE_price,8.948119120428958
XOM_price,8.938197588611915
MS_price,8.858038094212612
DRE_price,8.833152169808603
CVX_price,8.792378387044804
CCI_price,8.555486006280073
CTVA_price,8.471997080896227
ZION_price,8.459119895575826
SNPS_price,8.42043939941145
D_price,8.410734634444816
MRK_price,8.397527447816856
HAL_price,8.354043881215457
PCAR_price,8.353926238644746
XEL_price,8.352121379956621
NFLX_price,8.313772413945063
VTR_price,8.281366605780775
CL_price,8.254869221953825
BK_price,8.246884813347677
SPGI_price,8.211609400809452
ES_price,8.15277793947944
KEYS_price,8.141770304239888
TGT_price,8.128613081896319
